시군명,사업장명,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,폐업일자,소재지시설전화번호,소재지면적정보,도로명우편번호,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도,업태구분명정보,X좌표값,Y좌표값,문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적(㎡),지상층수,지하층수,통로너비,조명시설조도량,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,제공게임물명,공연장형태구분명,품목명
가평군,씨랜드 게임장,20090709,20100209,31,등록취소,,,,,경기도 가평군 가평읍 가화로 138 (읍내리),경기도 가평군 가평읍 읍내리 443-17번지,12412,37.8316799,127.5126371,,245064.835143383,481144.51358676,청소년게임제공업,유통관련업,4,기타,아마존 어드밴처(40대),97.2,3,1,,,,,,,,,,,,,,,전체이용가,,
가평군,이찌방,20170929,,13,영업중,,,,12437,경기도 가평군 조종면 현창로38번길 4,경기도 가평군 조종면 현리 409-11번지,12437,37.8184343340,127.3487616566,,230717.76116800000  ,479904.21421400000  ,청소년게임제공업,유통관련업,,,엔슛/짱/러브푸시/티크레인/마트크레인/토이플러스,111.6,,,,,,,,,,,,,,,,,전체이용가,,
가평군,픽미업 인형뽑기,20190926,,13,영업중,,,,12452,경기도 가평군 청평면 청평중앙로 15,경기도 가평군 청평면 청평리 451-1번지 ,12452,37.7362953837,127.4165294235,,236653.376477151    ,470516.848095093    ,청소년게임제공업,유통관련업,1,,인형뽑기,50,1,,,,,,,,,,,,,,,,전체이용가,,
가평군,인형뽑기POP,20170202,,13,영업중,,,,12419,경기도 가평군 가평읍 가화로 110,경기도 가평군 가평읍 읍내리 474-18 ,12419,37.8295536883,127.5140909171,,245187.208950892    ,480898.49486774     ,청소년게임제공업,유통관련업,2,,자이언트 캡쳐,32.79,2,,,,,,,,,,,,,,,,전체이용가,,
가평군,겜박스,20161229,,13,영업중,,,,12437,경기도 가평군 조종면 현창로44번길 2-1,경기도 가평군 조종면 현리 265-8 ,12437,37.8188215343,127.3484768175,,230612.386177253    ,479639.823642046    ,청소년게임제공업,유통관련업,2,,러브푸시/짱/티크레인/마트크레인,40.98,1,,,,,,,,,,,,,,,,전체이용가,,
가평군,뽑기방,20161223,,03,폐업,20170905,,,12420,경기도 가평군 가평읍 오리나무길 9,경기도 가평군 가평읍 대곡리 234-1번지,12420,37.8266540,127.5144085,,245225.777663441,480587.629178906,청소년게임제공업,유통관련업,1,,인형뽑기,63.8,1,,,,,,,,,,,,,,,,,,
가평군,인형뽑기 노리터,20170721,,03,폐업,20190923,,,12452,경기도 가평군 청평면 청평중앙로 15,경기도 가평군 청평면 청평리 451-1번지,12452,37.7362953837,127.4165294235,,236653.376477151    ,470516.848095093    ,청소년게임제공업,유통관련업,1,기타,"코코짱,LOVE,펑펑DM",50,,,,,,,,,,,,,,,,,전체이용가,,
가평군,가평게임장,20111028,,03,폐업,20120220,,,,경기도 가평군 가평읍 보납로34번길 2 (읍내리),경기도 가평군 가평읍 읍내리 408-1번지,12419,37.8307361,127.5142209,,245206.405899688,481039.529639703,청소년게임제공업,유통관련업,,,피싱랜드,88.81,2,,,,,,,,,,,,,,,,전체이용가,,
가평군,대박게임장,20161129,,03,폐업,20170905,,,12420,"경기도 가평군 가평읍 오리나무길 29-9, 104호",경기도 가평군 가평읍 대곡리 230-3번지,12420,37.8249884,127.5141585,,245202.897129881,480399.438730518,청소년게임제공업,유통관련업,2,기타,"버블고래 20대, 리베로 20대",120,2,2,,,,,,,,,,,,,,,전체이용가,,
가평군,못된 강아지,20161215,,03,폐업,20200508,,,12420,경기도 가평군 가평읍 가화로 55-12,경기도 가평군 가평읍 대곡리 166-1번지 ,12420,37.8249298209,127.5150104334,,245272.399227679    ,480386.602337806    ,청소년게임제공업,유통관련업,3,,,59.81,3,1,,,,,,,,,,,,,,,전체이용가,,
가평군,켄싱턴 청평 전자유기장,20020112,,03,폐업,20150428,031-584-9380,,477821,경기도 가평군 상면 청군로 430,경기도 가평군 상면 덕현리 402-10번지,12446,37.7598549,127.3955416,,234790.352152881,473121.757310053,청소년게임제공업,유통관련업,,,,99,,1,,,,,,,,,,,,,,,,,
가평군,가평게임장,20121210,,03,폐업,20130328,,,477802,경기도 가평군 가평읍 보납로34번길 2,경기도 가평군 가평읍 읍내리 408-1번지,12419,37.8307361,127.5142209,,245206.405899688,481039.529639703,청소년게임제공업,유통관련업,3,기타,빠박이,145.6,2,,,,,,,,,,,,,,,,전체이용가,,
가평군,친구야놀자,20171114,,03,폐업,20200512,,,12414,경기도 가평군 가평읍 석봉로 207,경기도 가평군 가평읍 읍내리 615-9번지 ,12414,37.8334298253,127.5092618642,,244771.185694497    ,481320.644741957    ,청소년게임제공업,유통관련업,1,기타,,60,1,,,,,,,,,,,,,,,,전체이용가,,
가평군,혜성오락실,20080710,,03,폐업,20120416,582-5422,,477701,경기도 가평군 가평읍 오리나무길 37,경기도 가평군 가평읍 대곡리 173-22번지,12420,37.8241515,127.5139369,,245185.229322718,480310.162209296,청소년게임제공업,유통관련업,,,,92.29,,1,,70,,,,,,,,,,,,,전체이용가,,
가평군,드림오락실,20121120,,03,폐업,20130625,,,477854,경기도 가평군 설악면 유명로 1697,경기도 가평군 설악면 선촌리 459번지,12466,37.6772767,127.4823672,,242489.290259509,463991.003309775,청소년게임제공업,유통관련업,1,기타,아케이드게임,115.2,1,,,,,,,,,,,,,,,,전체이용가,,
가평군,뽀끼뽀끼,20111024,,03,폐업,20150421,031-582-2101,,,경기도 가평군 가평읍 굴다리길 11 (대곡리),경기도 가평군 가평읍 대곡리 240-1번지,12420,37.8258468,127.5135738,,245152.401645465,480497.207012433,청소년게임제공업,유통관련업,,,골드마스터,39.6,1,,,,,,,,,,,,,,,,전체이용가,,
가평군,멀티게임장,20170613,,03,폐업,20200217,,,12420,경기도 가평군 가평읍 가화로 55-10,경기도 가평군 가평읍 대곡리 168-5번지 ,12420,37.8248491952,127.5151002909,,245286.347012701    ,480387.227807933    ,청소년게임제공업,유통관련업,2,,,57.66,2,1,,,,,,,,,,,,,,,전체이용가,,
고양시,로얄게임장,20170526,20200120,31,등록취소,,,,10503,"경기도 고양시 덕양구 화신로 267, 203호 (화정동, 이프라자)",경기도 고양시 덕양구 화정동 1002-3번지 ,10503,37.6304386141,126.8315152547,,185062.235351276    ,458699.261420868    ,청소년게임제공업,유통관련업,,,,202.44,,,,,,,,,,,,,,,,,전체이용가,,
고양시,일산백경게임랜드,20170616,20171201,31,등록취소,,,,10342,"경기도 고양시 일산서구 원일로 81-1, 2층 (일산동)",경기도 고양시 일산서구 일산동 594-38번지 2층,10342,37.6861509,126.7714031,,179772.223119436,464895.366289231,청소년게임제공업,유통관련업,,,New 네이버스토리 ver.2,240.02,,,,,,,,,,,,,,,,,전체이용가,,
고양시,대박게임랜드,20171208,20180712,31,등록취소,,,,10461,"경기도 고양시 덕양구 호국로 769, 청하빌딩 2층 (주교동)",경기도 고양시 덕양구 주교동 609-4번지 청하빌딩,10461,37.6553818,126.8345403,,185334.144041867,461465.987677782,청소년게임제공업,유통관련업,,,희망5,214.13,,,,,,,,,,,,,,,,,전체이용가,,
고양시,뉴미스터손게임랜드,20170329,20170823,31,등록취소,,,,10342,"경기도 고양시 일산서구 원일로 92, 2층 (일산동)",경기도 고양시 일산서구 일산동 637-7번지 2층,10342,37.6855670,126.7722892,,179851.055693922,464828.811333018,청소년게임제공업,유통관련업,4,,네이버스토리,187.74,3,1,,,,,,,,,,,,,,,전체이용가,,
고양시,놀이터 게임랜드,20171130,20180529,31,등록취소,,,,10342,"경기도 고양시 일산서구 일청로 20, 2층 (일산동)",경기도 고양시 일산서구 일산동 617-22번지 2층,10342,37.6859604,126.7707688,,179714.437973696,464873.354234086,청소년게임제공업,유통관련업,2,,드래곤 오션,174.86,2,,,,,,,,,,,,,,,,전체이용가,,
고양시,스타게임랜드,20090109,20090313,31,등록취소,,,,,"경기도 고양시 덕양구 화중로 96  (화정동,우정프라자 2층 201호)",경기도 고양시 덕양구 화정동 968-4번지 우정프라자 2층 201호,10497,37.6356646,126.8317638,,185084.732080958,459277.257013878,청소년게임제공업,유통관련업,2,기타,,131.71,8,1,,,,,,,,,,,,,,,전체이용가,,
고양시,조이랜드 아쿠아마린,20080507,20090502,31,등록취소,,,,,"경기도 고양시 덕양구 호국로789번길 15,  1층호 (주교동)",경기도 고양시 덕양구 주교동 613-1번지 1층호,10461,37.6569326,126.8353414,,185406.765819365,461640.433638849,청소년게임제공업,유통관련업,3,기타,,145,2,1,,,,,,,,,,,,,,,,,
고양시,판타지게임랜드,20180314,20181228,31,등록취소,,,,10461,"경기도 고양시 덕양구 마상로134번길 71, 정하빌딩 지1층 (주교동)",경기도 고양시 덕양구 주교동 613-13번지 정하빌딩 ,10461,37.6569952,126.8350126,,185376.286183378    ,461645.339673881    ,청소년게임제공업,유통관련업,,,옥경이,133.23,,,,,,,,,,,,,,,,,전체이용가,,
고양시,굿씨 플러스(Good Sea Plus),20100507,20121115,31,등록취소,,,,,"경기도 고양시 일산서구 원일로 104 (일산동,2층)",경기도 고양시 일산서구 일산동 640-2번지 2층,10341,37.6852360,126.7734919,,179954.699587125,464792.705602415,청소년게임제공업,유통관련업,,,굿씨 플러스(good sea plus),241.33,,,,,,,,,,,,,,,,,전체이용가,,
고양시,신천지 게임랜드,20170525,20170829,31,등록취소,,,,10324,"경기도 고양시 일산동구 고양대로 1027, 2층 (식사동)",경기도 고양시 일산동구 식사동 619-35번지,10324,37.6725752,126.8072863,,182933.825802243,463380.746292111,청소년게임제공업,유통관련업,,,아케이드게임,255.6,,,,,,,,,,,,,,,,,전체이용가,,
고양시,또로로게임랜드,20080529,20081229,31,등록취소,,,,,"경기도 고양시 덕양구 마상로134번길 71  (주교동,101호)",경기도 고양시 덕양구 주교동 613-13번지 101호,412812,37.6569952,126.8350126,,185376.286183378,461645.339673881,청소년게임제공업,유통관련업,5,기타,,82,4,1,,,,,,,,,,,,,,,전체이용가,,
고양시,디즈니게임랜드,20080205,20080602,31,등록취소,,,,,"경기도 고양시 덕양구 마상로134번길 75  (주교동,1층)",경기도 고양시 덕양구 주교동 613-11번지 1층,412812,37.6568779,126.8348769,,185364.259442971,461631.915370985,청소년게임제공업,유통관련업,,기타,,129.36,,,,75,,,,,,,,,,,,,전체이용가,,
고양시,고양게임랜드,20080909,20090220,31,등록취소,,,,,"경기도 고양시 덕양구 혜음로 56  (고양동,2층)",경기도 고양시 덕양구 고양동 165번지 2층,10274,37.7054627,126.9024440,,191331.815232723,467017.509255648,청소년게임제공업,유통관련업,5,기타,,104.49,4,1,,,,,,,,,,,,,,,전체이용가,,
고양시,화정게임방,20081014,20090313,31,등록취소,,,,,"경기도 고양시 덕양구 화중로130번길 36  (화정동,신유프라자201,203호)","경기도 고양시 덕양구 화정동 905-1번지 신유프라자201,203호",10477,37.6382171,126.8337066,,185258.525423091,459562.657200364,청소년게임제공업,유통관련업,7,기타,,157,5,2,,,,,,,,,,,,,,,전체이용가,,
고양시,구일산점터미널pc랜드,20100216,20110218,31,등록취소,,,,,"경기도 고양시 일산서구 원일로 100  (일산동,2층)",경기도 고양시 일산서구 일산동 640-28번지 2층,10341,37.6853792,126.7730380,,179915.766783265,464808.043909754,청소년게임제공업,유통관련업,,,피싱헌터,99,,,,,,,,,,,,,,,,,전체이용가,,
고양시,고양게임랜드,20090311,20090527,31,등록취소,,,,,"경기도 고양시 덕양구 혜음로 71  (고양동,2층)",경기도 고양시 덕양구 고양동 33-6번지 2층,10272,37.7067961,126.9023969,,191329.162326251,467163.170213496,청소년게임제공업,유통관련업,2,기타,,248.1,5,1,,,,,,,,,,,,,,,전체이용가,,
고양시,해적 카멜레온,20101123,20110822,31,등록취소,,,,,"경기도 고양시 일산동구 정발산로42번길 38  (장항동,라이저오피스텔 103호, 104호)","경기도 고양시 일산동구 장항동 853번지 라이저오피스텔 103호, 104호",10403,37.6554872,126.7740708,,179999.998586072,461491.051295142,청소년게임제공업,유통관련업,,,해적 카멜레온,156.9,,,,,,,,,,,,,,,,,전체이용가,,
고양시,게임랜드,20090413,20090825,31,등록취소,,,,,"경기도 고양시 일산동구 정발산로 31-10,  201호 (장항동,파크프라자)",경기도 고양시 일산동구 장항동 856-2번지 파크프라자 201호,10402,37.6572949,126.7723767,,179849.580666893,461692.59774274,청소년게임제공업,유통관련업,,,,140.9,,,,,,,,,,,,,,,,,전체이용가,,
고양시,보보게임장,20180704,20190718,31,등록취소,,,,10341,"경기도 고양시 일산서구 일중로 59, 일산마샬빌딩 1층 106호 (일산동)",경기도 고양시 일산서구 일산동 554-4번지 일산마샬빌딩 106호,10341,37.6848789364,126.7752049470,,180106.648433532    ,464751.777914251    ,청소년게임제공업,유통관련업,11,,씨 마스타,172.31,9,2,,,,,,,,,,,,,,,전체이용가,,
고양시,행신게임랜드,20170125,20171018,31,등록취소,,,,10526,"경기도 고양시 덕양구 용현로5번길 50, 202-203호 (행신동, 행신동리치빌1차)",경기도 고양시 덕양구 행신동 760-1번지,10526,37.6146134,126.8349607,,185363.092500522,456941.80047424,청소년게임제공업,유통관련업,,,폭풍의제왕,164.17,,,,,,,,,,,,,,,,,전체이용가,,
고양시,백석게임랜드,20170223,20181029,31,등록취소,,,,10449,"경기도 고양시 일산동구 일산로 46, 213호 (백석동, 남정씨티프라자)",경기도 고양시 일산동구 백석동 1308번지,10449,37.6422689,126.7878437,,181211.326615682,460020.548661764,청소년게임제공업,유통관련업,,,아케이드게임,131.84,,,,,,,,,,,,,,,,,전체이용가,,
고양시,지코몬게임랜드,20080811,20090313,31,등록취소,,,,,"경기도 고양시 덕양구 마상로134번길 75,  2층호 (주교동,은성빌딩)",경기도 고양시 덕양구 주교동 613-11번지 은성빌딩 2층호,10461,37.6568779,126.8348769,,185364.259442971,461631.915370985,청소년게임제공업,유통관련업,,,,207.36,,,,,,,,,,,,,,,,,,,
고양시,로데오 게임장,20110518,20110825,31,등록취소,,,,,"경기도 고양시 일산동구 중앙로1275번길 60-21,  206호 (장항동,크리스탈빌딩)",경기도 고양시 일산동구 장항동 756-3번지 크리스탈빌딩 206호,10401,37.6597113,126.7687427,,179528.825639379,461958.823317754,청소년게임제공업,유통관련업,,,씨 드레곤,146.28,,,,,,,,,,,,,,,,,전체이용가,,
고양시,게임랜드,20090309,20090709,31,등록취소,,,,,"경기도 고양시 일산동구 일산로 38,  209호 (백석동,우림보보카운티)",경기도 고양시 일산동구 백석동 1309번지 우림보보카운티 209호,10449,37.6417722,126.7872106,,181155.460369535,459965.050429279,청소년게임제공업,유통관련업,,,,112.88,,,,,,,,,,,,,,,,,전체이용가,,
고양시,몽키블럭,20080425,20090107,31,등록취소,,,,,"경기도 고양시 일산서구 원일로 117,  108,109호 (일산동,일산 MEGA CITY)","경기도 고양시 일산서구 일산동 576-20번지 일산 MEGA CITY 108,109호",10341,37.6853472,126.7751241,,180100.187178004,464805.035196145,청소년게임제공업,유통관련업,,유흥업소밀집지역,,140,,,,,,,,,,,,,,,,,,,
고양시,워커힐게임장,20151231,20160425,31,등록취소,,,,10461,"경기도 고양시 덕양구 호국로789번길 19, 3층 (주교동, 정하빌딩)",경기도 고양시 덕양구 주교동 613번지 정하빌딩 3층,10461,37.6571306,126.8351823,,185391.887638986,461662.584497683,청소년게임제공업,유통관련업,,,모두의 블루마블,183.2,,,,,,,,,,,,,,,,,전체이용가,,
고양시,스카이게임랜드,20090410,20090508,31,등록취소,,,,,"경기도 고양시 덕양구 은빛로 53,  301호 (화정동,코스미온빌딩)",경기도 고양시 덕양구 화정동 908번지 코스미온빌딩 301호,10477,37.6379376,126.8335940,,185248.831977457,459530.279212949,청소년게임제공업,유통관련업,9,기타,,92.76,9,3,,,,,,,,,,,,,,,전체이용가,,
고양시,7wonders,20090413,20090622,31,등록취소,,,,,"경기도 고양시 일산서구 일현로 32,  301호 (탄현동,파워프라자2)",경기도 고양시 일산서구 탄현동 1574-4번지 파워프라자2 301호,10343,37.6899347,126.7622986,,178970.527356597,465314.499387999,청소년게임제공업,유통관련업,,,,131.38,,,,,,,,,,,,,,,,,전체이용가,,
고양시,올림픽,20090511,20090616,31,등록취소,,,,,"경기도 고양시 일산서구 원일로 109  (일산동,2층)",경기도 고양시 일산서구 일산동 553-3번지 2층,10341,37.6854628,126.7743188,,180029.895337467,464815.743652503,청소년게임제공업,유통관련업,,,,350,,,,,,,,,,,,,,,,,전체이용가,,
고양시,대박게임랜드,20170926,20180427,31,등록취소,,,,10518,"경기도 고양시 덕양구 중앙로557번길 8-19, 지층 (행신동, 원스톱 라이프상가II)",경기도 고양시 덕양구 행신동 998-2번지,10518,37.6231626,126.8342392,,185301.443173175,457891.956734862,청소년게임제공업,유통관련업,,,new씨앤블루,346.74,,,,,,,,,,,,,,,,,전체이용가,,
고양시,게임랜드,20080728,20090515,31,등록취소,,,,,"경기도 고양시 일산동구 무궁화로 31-16,  202호 (장항동,남정시티프라자)",경기도 고양시 일산동구 장항동 733-2번지 남정시티프라자 202호,10364,37.6635108,126.7674387,,179415.194722872,462371.641551543,청소년게임제공업,유통관련업,,,,153.69,,,,,,,,,,,,,,,,,,,
고양시,일산게임장,20080610,20090422,31,등록취소,,,,,경기도 고양시 일산서구 원일로 88 외1필지 2층 일부 (일산동),경기도 고양시 일산서구 일산동 637-23번지 외1필지 2층 일부,10342,37.6855750,126.7717904,,179807.010795224,464829.772639033,청소년게임제공업,유통관련업,,,,118,,,,,,,,,,,,,,,,,전체이용가,,
고양시,원당게임랜드,20080529,20081205,31,등록취소,,,,,"경기도 고양시 덕양구 마상로126번길 91  (주교동,1층)",경기도 고양시 덕양구 주교동 611-2번지 1층,412812,37.6565160,126.8338124,,185271.396975984,461593.255345192,청소년게임제공업,유통관련업,4,기타,,140.66,3,1,,,,,,,,,,,,,,,전체이용가,,
고양시,그랜드피싱,20090424,20090615,31,등록취소,,,,,"경기도 고양시 일산서구 일청로 18  (일산동,2층 일부)",경기도 고양시 일산서구 일산동 617-27번지 2층 일부,10342,37.6857349,126.7706222,,179704.166153119,464849.073820931,청소년게임제공업,유통관련업,3,,,120,3,,,,,,,,,,,,,,,,전체이용가,,
고양시,램프스토리 게임랜드,20090123,20090626,31,등록취소,,,,,"경기도 고양시 일산서구 원일로 110  (일산동,1층)",경기도 고양시 일산서구 일산동 551-35번지 1층,411822,37.6851289,126.7740478,,180004.334331108,464779.365534549,청소년게임제공업,유통관련업,,,,203.07,,,,,,,,,,,,,,,,,,,
고양시,로또게임랜드,20180914,20190924,31,등록취소,,,,10477,"경기도 고양시 덕양구 은빛로 55, 지1층 (화정동)",경기도 고양시 덕양구 화정동 908-3번지 ,10477,37.6378842408,126.8340133383,,185284.332709051    ,459524.650964067    ,청소년게임제공업,유통관련업,,,다음스토리,194.77,,,,,,,,,,,,,,,,,전체이용가,,
고양시,맥스게임랜드,20080717,20081218,31,등록취소,,,,,"경기도 고양시 덕양구 행당로 1  (토당동,지하1층)",경기도 고양시 덕양구 토당동 877-12번지 지하1층,412821,37.6201668,126.8249578,,184481.147714214,457558.686351008,청소년게임제공업,유통관련업,8,기타,,357.28,6,2,,,,,,,,,,,,,,,전체이용가,,
고양시,노블랜드,20090519,20090817,31,등록취소,,,,,"경기도 고양시 일산동구 무궁화로 37,  206호 (장항동,노블리제빌딩)",경기도 고양시 일산동구 장항동 734-1번지 노블리제빌딩 206호,10364,37.6632148,126.7681310,,179477.093338576,462348.096233517,청소년게임제공업,유통관련업,,,,108.76,,,,,,,,,,,,,,,,,전체이용가,,
고양시,도라도라,20081028,20090323,31,등록취소,,,,,"경기도 고양시 덕양구 지도로 39-1  (토당동,3층)",경기도 고양시 덕양구 토당동 389-19번지 3층,10510,37.6206613,126.8242657,,184419.467573566,457614.905324759,청소년게임제공업,유통관련업,4,기타,,110.31,3,1,,,,,,,,,,,,,,,전체이용가,,
고양시,아카데미 게임장,20171226,20180406,31,등록취소,,,,10336,"경기도 고양시 일산동구 중산로 247, 중산프라자 201,202호 (중산동)",경기도 고양시 일산동구 중산동 1560-1번지 중산프라자,10336,37.6941777,126.7803807,,180566.382739892,465782.201224031,청소년게임제공업,유통관련업,,,아케이드 게임,139.44,,,,,,,,,,,,,,,,,전체이용가,,
고양시,극락어,20100610,20101202,31,등록취소,,,,,"경기도 고양시 일산서구 산현로 11,  201호 (탄현동,부건프라자)",경기도 고양시 일산서구 탄현동 1577-3번지 부건프라자 201호,10343,37.6894582,126.7627990,,179014.55384278,465261.64924596,청소년게임제공업,유통관련업,,,극락어,104.69,,,,,,,,,,,,,,,,,전체이용가,,
고양시,갈갈이게임랜드,20081209,20090502,31,등록취소,,,,,"경기도 고양시 덕양구 충장로 14  (행신동,101호)",경기도 고양시 덕양구 행신동 762번지 101호,10526,37.6139459,126.8344299,,185316.562388048,456868.289991954,청소년게임제공업,유통관련업,2,기타,,139.2,2,,,,,,,,,,,,,,,,전체이용가,,
고양시,그린게임장,20100210,20111116,31,등록취소,,,,,"경기도 고양시 덕양구 호국로 769  (주교동,2층)",경기도 고양시 덕양구 주교동 609-4번지 2층,10461,37.6553818,126.8345403,,185334.144041867,461465.987677782,청소년게임제공업,유통관련업,5,기타,다이버플러스(제AR-090401-009호),214.13,5,1,,,,,,,,,,,,,,,전체이용가,,
고양시,거북이게임랜드,20110906,20120522,31,등록취소,,,,411863,"경기도 고양시 일산서구 일중로 59 (일산동, 1층 106호)",경기도 고양시 일산서구 일산동 554-4번지 1층 106호,10341,37.6848789,126.7752049,,180106.648433532,464751.777914251,청소년게임제공업,유통관련업,9,,말리부(경품 있음),172.31,,,,,,,,,,,,,,,,,전체이용가,,
고양시,몰리게임랜드,20090612,20090903,31,등록취소,,,,,"경기도 고양시 덕양구 마상로134번길 99  (주교동,2층일부)",경기도 고양시 덕양구 주교동 610-8번지 2층일부,10461,37.6561017,126.8339607,,185282.248448945,461546.912985358,청소년게임제공업,유통관련업,3,기타,,95.42,3,1,,,,,,,,,,,,,,,전체이용가,,
고양시,명성게임랜드,20161207,20170413,31,등록취소,,,,10341,"경기도 고양시 일산서구 원일로 104, 2층 (일산동)",경기도 고양시 일산서구 일산동 640-2번지,10341,37.6852360,126.7734919,,179954.699587125,464792.705602415,청소년게임제공업,유통관련업,,,네이버 스토리,241.34,,,,,,,,,,,,,,,,,전체이용가,,
고양시,건전엔마블 게임랜드,20080618,20081218,31,등록취소,,,,,"경기도 고양시 덕양구 지도로 37  (토당동,2층)",경기도 고양시 덕양구 토당동 864-2번지 2층,412821,37.6204450,126.8242662,,184419.823797734,457590.558902164,청소년게임제공업,유통관련업,7,기타,,147.9,6,1,,,,,,,,,,,,,,,전체이용가,,
고양시,셈셈팡팡,20080806,20090601,31,등록취소,,,,,"경기도 고양시 덕양구 원당로 61  (주교동,2층)",경기도 고양시 덕양구 주교동 585-17번지 2층,10459,37.6581564,126.8342847,,185313.810938227,461776.294881009,청소년게임제공업,유통관련업,6,기타,,173.4,5,1,,,,,,,,,,,,,,,전체이용가,,
고양시,탄현게임랜드,20180814,20200211,31,등록취소,,,,10343,"경기도 고양시 일산서구 일현로 35, 인화빌딩 301호 (탄현동)",경기도 고양시 일산서구 탄현동 1562-3번지 인화빌딩 301호,10343,37.6904296431,126.7619909775,,178943.156716477    ,465370.742841812    ,청소년게임제공업,유통관련업,5,,마이웨이 50대,103.86,5,,,,,,,,,,,,,,,,전체이용가,,
고양시,판타지게임랜드,20180302,20180307,32,신고취소,,,,10461,"경기도 고양시 덕양구 마상로134번길 71, 정하빌딩 지1층 (주교동)",경기도 고양시 덕양구 주교동 613-13번지 정하빌딩,10461,37.6569952,126.8350126,,185376.286183378,461645.339673881,청소년게임제공업,유통관련업,,,옥경이,133.23,,,,,,,,,,,,,,,,,전체이용가,,
고양시,잼팡 웨돔점,20170508,,13,영업중,,070-5096-5620,,10402,"경기도 고양시 일산동구 정발산로 31-9, 105호 (장항동, 레이크프라자)",경기도 고양시 일산동구 장항동 859번지 105호,10402,37.6570773,126.7717087,,179790.673975716,461667.41039236,청소년게임제공업,유통관련업,,,아케이드게임 등 8종,75,,,,,,,,,,,,,,,,,전체이용가,,
고양시,에스디컴퍼니,20101115,,13,영업중,,,,10497,"경기도 고양시 덕양구 화중로104번길 28, 화정씨네마플러스 3층 311,312호 (화정동)",경기도 고양시 덕양구 화정동 966-1번지 화정씨네마플러스 ,10497,37.6357226373,126.8331660248,,185206.294104618    ,459287.006835814    ,청소년게임제공업,유통관련업,,,"소울칼리버 3, 철권태그 토너먼트, 킹오브파이터즈(2003), 비엔비아케이드, 더킹오브파이터즈(2002),테크노맨서 각1대",40,10,3,,,,,,,,,,,,,,,전체이용가,,
고양시,써니호,20180618,,13,영업중,,,,10570,"경기도 고양시 덕양구 신원로2길 59, 1층 (신원동)",경기도 고양시 덕양구 신원동 644-1번지,10570,37.6606359,126.8883607,,190084.128287098,462042.359792595,청소년게임제공업,유통관련업,,,"럭셔리자이언츠, 럭셔리러브푸쉬, 조아조아윷놀이, 토이즈팝, 스마일토이",66,,,,,,,,,,,,,,,,,전체이용가,,
고양시,스트라이크팡(STRIKE pang) 웨돔점,20170522,,13,영업중,,070-5096-5620,,10402,"경기도 고양시 일산동구 정발산로 31-17, 302호 (장항동)",경기도 고양시 일산동구 장항동 858-1번지 302호,10402,37.6574103,126.7715150,,179773.757635545,461704.017823162,청소년게임제공업,유통관련업,,,아케이드게임 등 9종,124,,,,,,,,,,,,,,,,,전체이용가,,
고양시,게임랜드,20110823,,13,영업중,,,,,"경기도 고양시 덕양구 화신로272번길 38 (화정동,성보월드 지하1층 일부)",경기도 고양시 덕양구 화정동 980번지 성보월드 지하1층 일부,10500,37.6324662,126.8318504,,185092.325,458925.319999999,청소년게임제공업,유통관련업,,,엣지뮤직박스22대 포함 총79대,269,,1,,,,,,,,,,,,,,,전체이용가,,
고양시,뽑아방,20170421,,13,영업중,,031-907-0116,,10325,"경기도 고양시 일산동구 위시티로 59, 107호 (식사동, 썬프라자)",경기도 고양시 일산동구 식사동 1525번지 썬프라자 107호,10325,37.6773827,126.8105384,,183222,463918,청소년게임제공업,유통관련업,,,아케이드 게임,39.4,,,,,,,,,,,,,,,,,전체이용가,,
고양시,뽑기놀이터,20170612,,13,영업중,,,,10298,"경기도 고양시 덕양구 원당로125번길 12, 1층 (주교동, 원릉빌딩)",경기도 고양시 덕양구 주교동 555-4번지,10298,37.6630727,126.8385690,,185691.7949536,462319.85728653,청소년게임제공업,유통관련업,,,"트위크래프트,럭셔리자이언트,토이즈팝,철권테그토너먼트",80.1,,,,,,,,,,,,,,,,,전체이용가,,
고양시,ONEMOUNT ORAKSIL 3,20180420,,13,영업중,,,,10392,"경기도 고양시 일산서구 한류월드로 300, 원마운트 1층 K-11호 (대화동)",경기도 고양시 일산서구 대화동 2606번지 원마운트 1층 K-11호,10392,37.6643761,126.7544363,,178268.135568909,462480.734362689,청소년게임제공업,유통관련업,11,기타,더 타겟,7,9,2,,,,,,,,,,,,,,,전체이용가,,
고양시,VIM,20170310,,13,영업중,,,,10392,"경기도 고양시 일산서구 한류월드로 300, 1층 K-5호 (대화동, 원마운트)",경기도 고양시 일산서구 대화동 2606번지 원마운트 1층 K-5,10392,37.6643761,126.7544363,,178268.135568909,462480.734362689,청소년게임제공업,유통관련업,,,"도깨비놀이, 돼지농구, 너티 빈스",6.6,,,,,,,,,,,,,,,,,전체이용가,,
